Student ID,Subject,Exam Score,Assignment Score,Participation Score,Attendance Score
144,English,91,6,19,16
144,History,93,6,8,5
144,Computer Science,58,9,16,15
145,Math,32,4,3,9
145,Physics,91,9,11,9
145,Chemistry,90,5,15,7
145,Biology,88,8,7,12
145,English,88,1,11,9
145,History,73,0,1,17
145,Computer Science,41,2,17,16
146,Math,91,5,14,2
146,Physics,67,2,0,12
146,Chemistry,57,4,13,12
146,Biology,56,3,6,9
146,English,82,3,5,19
146,History,62,7,0,4
146,Computer Science,92,5,5,2
147,Math,34,7,13,17
147,Physics,77,5,13,7
147,Chemistry,58,6,7,12
147,Biology,47,1,7,10
147,English,83,5,15,19
147,History,41,9,2,12
147,Computer Science,64,0,2,19
148,Math,88,4,18,10
148,Physics,59,4,2,5
148,Chemistry,60,7,17,16
148,Biology,61,6,14,10
148,English,87,2,2,15
148,History,98,4,9,18
148,Computer Science,54,3,18,10
149,Math,95,9,10,19
149,Physics,77,2,10,13
149,Chemistry,84,4,4,18
149,Biology,50,1,3,16
149,English,71,3,5,13
149,History,61,1,17,10
149,Computer Science,50,4,8,8
150,Math,83,9,18,0
150,Physics,93,6,3,0
150,Chemistry,44,7,11,17
150,Biology,76,0,13,13
150,English,79,3,17,15
150,History,62,6,10,14
150,Computer Science,41,7,19,5
151,Math,32,7,12,12
151,Physics,95,4,16,5
151,Chemistry,95,3,10,7
151,Biology,69,5,19,7
151,English,58,7,16,19
151,History,84,6,15,12
151,Computer Science,88,7,15,8
152,Math,64,2,19,4
152,Physics,86,7,14,13
152,Chemistry,49,6,11,16
152,Biology,46,9,18,13
152,English,40,1,17,6
152,History,87,1,19,17
152,Computer Science,39,3,14,4
153,Math,32,4,7,7
153,Physics,69,7,7,10
153,Chemistry,93,7,9,6
153,Biology,57,0,3,12
153,English,65,4,3,17
153,History,93,5,1,10
153,Computer Science,75,4,5,9
154,Math,69,7,2,11
154,Physics,89,6,16,0
154,Chemistry,86,6,9,1
154,Biology,38,5,12,15
154,English,47,2,11,7
154,History,46,9,14,14
154,Computer Science,92,6,6,12
155,Math,61,8,7,19
155,Physics,92,5,18,6
155,Chemistry,77,1,15,6
155,Biology,97,8,7,12
155,English,35,2,12,13
155,History,83,3,6,7
155,Computer Science,54,5,5,2
156,Math,57,2,12,1
156,Physics,51,5,7,7
156,Chemistry,91,8,5,13
156,Biology,61,2,9,2
156,English,88,0,4,19
156,History,70,4,19,6
156,Computer Science,51,3,12,12
157,Math,71,1,16,19
157,Physics,83,3,0,0
157,Chemistry,44,0,7,17
157,Biology,52,7,7,14
157,English,88,6,4,16
157,History,57,8,15,1
157,Computer Science,46,6,12,17
158,Math,42,4,15,16
158,Physics,69,2,19,14
158,Chemistry,81,9,11,19
158,Biology,59,0,19,8
158,English,83,0,11,2
158,History,38,0,12,13
158,Computer Science,86,7,7,11
159,Math,94,7,9,18
159,Physics,40,6,10,16
159,Chemistry,61,9,7,5
159,Biology,79,5,4,12
159,English,93,2,7,8
159,History,78,2,18,10
159,Computer Science,78,4,18,1
160,Math,92,7,18,6
160,Physics,57,0,5,18
160,Chemistry,85,5,1,5
160,Biology,66,2,19,3
160,English,78,3,12,19
160,History,87,0,8,3
160,Computer Science,89,2,2,13
161,Math,85,0,9,17
161,Physics,77,7,0,11
161,Chemistry,33,5,11,8
161,Biology,45,7,11,13
161,English,54,1,2,9
161,History,55,3,7,9
161,Computer Science,96,7,4,2
162,Math,87,0,14,2
162,Physics,82,9,14,1
162,Chemistry,79,3,11,3
162,Biology,77,6,15,0
162,English,95,2,19,16
162,History,91,0,19,5
162,Computer Science,44,9,13,19
163,Math,75,8,4,5
163,Physics,76,6,3,17
163,Chemistry,50,2,7,2
163,Biology,69,1,9,19
163,English,90,4,12,4
163,History,85,5,4,8
163,Computer Science,88,1,0,7
164,Math,89,2,10,11
164,Physics,68,9,12,7
164,Chemistry,92,5,8,6
164,Biology,87,4,14,1
164,English,60,3,11,0
164,History,84,5,7,4
164,Computer Science,30,0,9,9
165,Math,50,0,5,2
165,Physics,37,0,16,12
165,Chemistry,46,5,16,15
165,Biology,74,5,2,13
165,English,43,7,14,12
165,History,60,4,2,5
165,Computer Science,98,5,16,1
166,Math,55,4,19,5
166,Physics,99,1,17,3
166,Chemistry,46,8,13,13
166,Biology,42,6,11,14
166,English,48,2,16,2
166,History,48,3,3,2
166,Computer Science,61,9,15,11
167,Math,53,0,6,10
167,Physics,79,0,2,3
167,Chemistry,42,5,13,4
167,Biology,97,7,15,15
167,English,91,3,12,12
167,History,95,2,7,14
167,Computer Science,72,8,6,12
168,Math,95,7,6,11
168,Physics,86,2,9,5
168,Chemistry,47,1,4,6
168,Biology,89,1,10,12
168,English,52,4,5,13
168,History,33,6,5,9
168,Computer Science,47,7,8,4
169,Math,35,7,2,9
169,Physics,40,0,3,3
169,Chemistry,70,2,4,5
169,Biology,64,5,0,19
169,English,51,6,10,12
169,History,32,8,11,13
169,Computer Science,47,0,8,8
170,Math,52,9,18,14
170,Physics,98,3,1,12
170,Chemistry,54,9,13,9
170,Biology,87,6,8,13
170,English,77,1,9,2
170,History,40,4,12,6
170,Computer Science,93,1,11,9
171,Math,83,0,18,17
171,Physics,88,9,15,5
171,Chemistry,86,9,11,12
171,Biology,33,6,1,14
171,English,36,6,13,7
171,History,41,0,16,3
171,Computer Science,37,4,15,3
172,Math,57,5,14,11
172,Physics,59,6,15,13
172,Chemistry,81,4,2,14
172,Biology,76,3,18,12
172,English,50,4,19,19
172,History,54,5,3,1
172,Computer Science,51,1,4,3
173,Math,59,2,1,12
173,Physics,72,5,3,19
173,Chemistry,81,3,8,6
173,Biology,48,5,5,19
173,English,86,3,8,3
173,History,79,1,4,19
173,Computer Science,66,5,3,11
174,Math,63,9,8,9
174,Physics,36,3,18,9
174,Chemistry,60,2,18,1
174,Biology,88,3,9,1
174,English,95,7,16,15
174,History,45,6,10,0
174,Computer Science,40,6,3,6
175,Math,55,1,11,16
175,Physics,94,4,9,6
175,Chemistry,31,9,3,11
175,Biology,48,9,10,7
175,English,79,2,11,2
175,History,56,0,1,16
175,Computer Science,45,1,19,5
176,Math,57,8,9,9
176,Physics,69,0,12,8
176,Chemistry,71,4,15,12
176,Biology,51,8,19,17
176,English,56,8,15,1
176,History,61,9,1,11
176,Computer Science,69,8,11,8
177,Math,39,8,1,15
177,Physics,49,6,1,0
177,Chemistry,80,3,1,13
177,Biology,95,4,19,6
177,English,53,4,9,13
177,History,47,7,13,1
177,Computer Science,87,5,5,3
178,Math,74,3,13,15
178,Physics,90,3,0,12
178,Chemistry,65,3,17,5
178,Biology,96,6,12,15
178,English,88,4,3,7
178,History,99,0,12,13
178,Computer Science,90,6,13,14
179,Math,73,0,8,14
179,Physics,73,1,4,12
179,Chemistry,56,3,7,13
179,Biology,72,0,2,16
179,English,83,6,7,12
179,History,64,4,8,5
179,Computer Science,54,5,1,12
180,Math,98,8,7,0
180,Physics,73,6,10,6
180,Chemistry,83,7,10,15
180,Biology,49,2,0,14
180,English,30,0,1,19
180,History,99,7,15,18
180,Computer Science,62,2,2,4
181,Math,49,8,6,3
181,Physics,48,5,12,10
181,Chemistry,42,8,19,14
181,Biology,82,5,10,18
181,English,71,9,15,18
181,History,55,6,10,12
181,Computer Science,57,8,19,18
182,Math,68,2,11,14
182,Physics,84,9,9,10
182,Chemistry,67,1,10,18
182,Biology,93,5,13,19
182,English,71,0,2,7
182,History,88,3,14,6
182,Computer Science,40,6,3,11
183,Math,55,5,13,11
183,Physics,72,2,4,13
183,Chemistry,82,7,15,12
183,Biology,83,8,19,3
183,English,78,6,13,10
183,History,83,8,12,17
183,Computer Science,57,8,18,0
184,Math,65,2,16,2
184,Physics,59,3,12,14
184,Chemistry,80,5,9,14
184,Biology,82,5,19,5
184,English,93,6,9,6
184,History,51,0,17,16
184,Computer Science,70,9,9,6
185,Math,79,5,19,0
185,Physics,30,4,1,3
185,Chemistry,46,3,10,3
185,Biology,30,6,17,8
185,English,90,2,7,18
185,History,65,1,19,10
185,Computer Science,56,8,17,15
186,Math,76,3,4,16
186,Physics,68,9,15,6
186,Chemistry,33,5,10,1
186,Biology,41,3,17,6
186,English,30,9,12,5
186,History,99,7,18,4
186,Computer Science,47,4,9,0
187,Math,41,5,6,8
187,Physics,50,6,0,10
187,Chemistry,91,4,14,1
187,Biology,81,6,11,17
187,English,32,6,10,17
187,History,67,4,0,11
187,Computer Science,88,9,10,3
188,Math,97,0,1,1
188,Physics,73,5,9,15
188,Chemistry,43,6,18,16
188,Biology,38,9,12,4
188,English,98,9,9,6
188,History,44,6,14,2
188,Computer Science,39,2,5,11
189,Math,67,2,2,7
189,Physics,37,6,19,14
189,Chemistry,33,2,2,12
189,Biology,37,6,15,12
189,English,96,8,13,12
189,History,44,6,5,1
189,Computer Science,70,5,16,4
190,Math,73,0,9,10
190,Physics,85,0,17,11
190,Chemistry,89,9,13,15
190,Biology,70,3,10,5
190,English,98,8,17,12
190,History,72,1,18,14
190,Computer Science,38,7,19,0
191,Math,97,8,1,15
191,Physics,96,9,7,5
191,Chemistry,53,6,12,12
191,Biology,98,8,19,17
191,English,95,9,12,17
191,History,76,1,14,10
191,Computer Science,48,2,6,13
192,Math,43,5,12,11
192,Physics,94,2,10,18
192,Chemistry,84,0,18,19
192,Biology,78,4,2,1
192,English,69,5,12,15
192,History,57,2,12,13
192,Computer Science,84,6,7,8
193,Math,94,5,18,10
193,Physics,52,1,14,0
193,Chemistry,50,8,6,12
193,Biology,73,1,18,14
193,English,69,2,9,6
193,History,79,3,5,8
193,Computer Science,86,4,7,15
194,Math,74,0,19,4
194,Physics,46,8,1,17
194,Chemistry,70,5,10,5
194,Biology,35,1,7,2
194,English,53,2,17,16
194,History,64,0,3,12
194,Computer Science,78,1,15,1
195,Math,48,6,18,15
195,Physics,83,2,8,0
195,Chemistry,71,2,0,1
195,Biology,84,1,1,12
195,English,35,4,5,8
195,History,77,6,9,9
195,Computer Science,59,8,19,17
196,Math,89,7,19,8
196,Physics,44,3,7,8
196,Chemistry,38,9,3,16
196,Biology,45,2,19,4
196,English,34,3,14,17
196,History,31,3,9,12
196,Computer Science,90,8,7,2
197,Math,92,8,10,2
197,Physics,71,3,12,11
197,Chemistry,66,9,8,19
197,Biology,31,5,6,7
197,English,93,6,13,18
197,History,98,6,17,19
197,Computer Science,84,0,12,1
198,Math,54,9,6,9
198,Physics,99,2,2,17
198,Chemistry,93,4,18,18
198,Biology,91,7,8,3
198,English,44,8,11,2
198,History,84,0,18,5
198,Computer Science,36,2,16,15
199,Math,80,7,17,15
199,Physics,71,0,12,12
199,Chemistry,36,9,1,3
199,Biology,54,5,17,5
199,English,58,8,16,13
199,History,53,9,18,1
199,Computer Science,57,2,10,5
200,Math,90,2,15,6
200,Physics,88,7,18,19
200,Chemistry,88,6,8,12
200,Biology,30,7,3,2
200,English,32,5,12,7
200,History,36,0,15,5
200,Computer Science,73,6,8,10
201,Math,71,4,0,17
201,Physics,92,3,4,8
201,Chemistry,88,0,2,15
201,Biology,34,2,19,14
201,English,91,2,19,13
201,History,92,0,19,17
201,Computer Science,79,5,13,17
202,Math,99,1,3,7
202,Physics,32,8,1,7
202,Chemistry,90,3,16,12
202,Biology,30,1,14,11
202,English,60,8,5,13
202,History,37,5,1,16
202,Computer Science,85,3,2,4
203,Math,45,1,16,10
203,Physics,46,9,1,3
203,Chemistry,68,1,5,16
203,Biology,98,4,19,15
203,English,80,8,4,7
203,History,98,9,1,8
203,Computer Science,93,5,1,5
204,Math,47,6,0,0
204,Physics,30,7,3,3
204,Chemistry,56,0,9,8
204,Biology,84,3,5,15
204,English,63,6,17,9
204,History,85,0,12,17
204,Computer Science,83,0,4,10
205,Math,68,9,16,14
205,Physics,47,6,18,1
205,Chemistry,87,3,2,6
205,Biology,47,9,6,7
205,English,99,5,0,3
205,History,78,3,17,10
205,Computer Science,58,4,13,8
206,Math,76,9,18,18
206,Physics,99,3,5,7
206,Chemistry,94,5,16,16
206,Biology,53,6,18,2
206,English,91,5,10,19
206,History,58,2,8,9
206,Computer Science,94,1,16,5
207,Math,43,6,14,13
207,Physics,85,5,2,18
207,Chemistry,86,1,2,17
207,Biology,30,3,5,4
207,English,94,2,0,15
207,History,90,5,7,15
207,Computer Science,94,3,9,10
208,Math,46,8,6,11
208,Physics,82,6,11,14
208,Chemistry,63,3,13,13
208,Biology,45,6,18,1
208,English,39,1,16,4
208,History,41,5,8,19
208,Computer Science,30,5,14,5
209,Math,47,5,12,0
209,Physics,52,6,12,6
209,Chemistry,73,9,0,14
209,Biology,65,6,4,1
209,English,84,9,0,15
209,History,67,6,15,13
209,Computer Science,58,9,2,14
210,Math,96,6,1,0
210,Physics,70,8,6,2
210,Chemistry,87,1,10,6
210,Biology,30,3,5,6
210,English,39,6,1,3
210,History,50,0,0,9
210,Computer Science,92,9,18,11
211,Math,85,8,14,16
211,Physics,93,1,1,3
211,Chemistry,42,8,0,10
211,Biology,54,4,15,10
211,English,67,8,12,7
211,History,46,7,4,1
211,Computer Science,91,7,8,3
212,Math,46,4,17,15
212,Physics,69,9,10,17
212,Chemistry,84,7,9,12
212,Biology,46,1,9,15
212,English,74,1,16,8
212,History,43,0,3,17
212,Computer Science,49,7,14,10
213,Math,38,4,18,19
213,Physics,55,8,13,16
213,Chemistry,82,2,1,0
213,Biology,71,2,16,11
213,English,62,0,2,10
213,History,78,6,2,7
213,Computer Science,81,3,6,13
214,Math,75,3,15,0
214,Physics,78,8,9,15
214,Chemistry,45,9,7,6
214,Biology,35,3,15,6
214,English,72,9,13,6
214,History,62,9,12,19
214,Computer Science,92,2,19,3
215,Math,55,1,13,11
215,Physics,59,0,11,11
215,Chemistry,62,7,1,11
215,Biology,55,4,15,3
215,English,69,1,9,8
215,History,52,0,15,1
215,Computer Science,49,2,11,7
216,Math,95,3,13,15
216,Physics,63,5,12,3
216,Chemistry,51,1,11,19
216,Biology,80,7,6,15
216,English,48,5,19,10
216,History,77,6,4,10
216,Computer Science,44,2,4,4
217,Math,38,2,5,16
217,Physics,55,4,7,10
217,Chemistry,67,7,9,2
217,Biology,43,6,13,9
217,English,41,5,11,13
217,History,63,8,9,16
217,Computer Science,46,2,18,0
218,Math,41,6,3,9
218,Physics,42,1,9,3
218,Chemistry,98,2,1,11
218,Biology,35,7,18,10
218,English,92,8,11,8
218,History,31,7,10,3
218,Computer Science,39,4,19,15
219,Math,37,3,9,11
219,Physics,43,5,17,11
219,Chemistry,79,6,19,6
219,Biology,38,0,5,5
219,English,90,5,11,9
219,History,91,9,5,16
219,Computer Science,80,1,5,18
220,Math,39,7,7,5
220,Physics,86,6,0,17
220,Chemistry,85,8,19,11
220,Biology,77,9,9,13
220,English,81,9,9,10
220,History,52,1,19,7
220,Computer Science,60,6,7,0
221,Math,31,1,14,0
221,Physics,64,2,17,17
221,Chemistry,59,4,9,19
221,Biology,78,1,3,0
221,English,76,7,3,9
221,History,48,1,4,18
221,Computer Science,87,6,15,0
222,Math,41,7,1,7
222,Physics,47,8,15,4
222,Chemistry,55,5,12,18
222,Biology,58,2,7,11
222,English,31,1,12,4
222,History,31,4,6,11
222,Computer Science,45,6,7,8
223,Math,61,4,12,4
223,Physics,81,8,13,17
223,Chemistry,44,9,6,7
223,Biology,57,2,14,15
223,English,99,0,3,10
223,History,55,4,15,12
223,Computer Science,69,6,15,3
224,Math,60,4,9,11
224,Physics,41,9,4,15
224,Chemistry,38,4,19,2
224,Biology,98,1,13,1
224,English,87,9,5,3
224,History,82,0,6,8
224,Computer Science,80,9,10,14
225,Math,67,4,18,18
225,Physics,39,5,3,17
225,Chemistry,65,8,11,1
225,Biology,65,4,2,8
225,English,90,4,17,10
225,History,64,8,1,8
225,Computer Science,33,8,12,17
226,Math,57,9,15,11
226,Physics,98,1,9,0
226,Chemistry,68,9,16,15
226,Biology,64,9,6,16
226,English,91,5,3,16
226,History,88,8,3,6
226,Computer Science,31,0,7,14
227,Math,60,7,15,18
227,Physics,72,1,16,15
227,Chemistry,86,3,15,11
227,Biology,59,3,2,16
227,English,78,6,3,11
227,History,60,9,19,14
227,Computer Science,52,4,14,16
228,Math,66,2,12,17
228,Physics,91,3,3,19
228,Chemistry,81,2,12,11
228,Biology,36,8,11,3
228,English,63,1,4,9
228,History,71,8,12,6
228,Computer Science,98,9,9,9
229,Math,89,2,7,0
229,Physics,59,4,16,8
229,Chemistry,46,4,19,7
229,Biology,67,2,3,17
229,English,62,7,0,10
229,History,78,3,11,9
229,Computer Science,35,8,0,6
230,Math,87,4,15,13
230,Physics,49,5,4,17
230,Chemistry,76,5,18,0
230,Biology,94,2,9,2
230,English,69,2,12,5
230,History,84,3,19,11
230,Computer Science,85,6,15,5
231,Math,95,2,18,6
231,Physics,92,9,9,19
231,Chemistry,46,1,3,18
231,Biology,46,4,6,17
231,English,68,3,7,12
231,History,33,5,4,11
231,Computer Science,97,7,8,3
232,Math,80,7,13,4
232,Physics,47,9,18,11
232,Chemistry,46,7,10,2
232,Biology,52,0,0,14
232,English,61,8,14,2
232,History,56,2,12,11
232,Computer Science,49,0,16,12
233,Math,30,9,14,6
233,Physics,47,1,6,16
233,Chemistry,73,7,1,6
233,Biology,65,1,5,8
233,English,80,2,17,4
233,History,43,3,6,19
233,Computer Science,93,8,11,1
234,Math,51,6,15,19
234,Physics,67,6,3,14
234,Chemistry,30,6,11,9
234,Biology,34,1,9,5
234,English,41,6,17,1
234,History,46,3,6,8
234,Computer Science,63,5,17,5
235,Math,74,9,18,1
235,Physics,73,5,17,4
235,Chemistry,61,2,2,9
235,Biology,80,2,11,15
235,English,46,6,12,1
235,History,33,9,6,16
235,Computer Science,81,5,18,4
236,Math,38,2,5,3
236,Physics,53,2,2,3
236,Chemistry,69,5,2,11
236,Biology,69,3,13,13
236,English,42,5,16,3
236,History,31,8,12,19
236,Computer Science,95,3,10,14
237,Math,84,2,2,11
237,Physics,98,3,6,6
237,Chemistry,42,8,12,11
237,Biology,42,7,9,0
237,English,86,7,15,12
237,History,64,2,4,10
237,Computer Science,85,9,9,19
238,Math,63,2,7,10
238,Physics,95,5,8,19
238,Chemistry,86,1,17,15
238,Biology,54,6,6,16
238,English,74,5,13,5
238,History,67,1,19,14
238,Computer Science,66,0,19,0
239,Math,51,1,14,4
239,Physics,47,5,4,18
239,Chemistry,93,9,14,9
239,Biology,77,1,0,15
239,English,83,5,2,1
239,History,57,1,12,8
239,Computer Science,88,4,6,12
240,Math,49,7,12,6
240,Physics,71,4,5,4
240,Chemistry,82,9,15,18
240,Biology,38,5,18,6
240,English,33,2,19,10
240,History,87,0,6,5
240,Computer Science,75,1,3,10
241,Math,94,2,2,6
241,Physics,30,8,10,5
241,Chemistry,96,2,1,17
241,Biology,93,9,4,8
241,English,31,1,5,9
241,History,65,5,16,14
241,Computer Science,99,0,2,9
242,Math,34,9,12,5
242,Physics,55,7,4,14
242,Chemistry,45,0,15,4
242,Biology,32,3,14,12
242,English,84,4,1,5
242,History,87,5,13,10
242,Computer Science,37,0,6,5
243,Math,50,7,18,19
243,Physics,37,9,13,17
243,Chemistry,38,9,9,15
243,Biology,65,3,12,4
243,English,52,8,7,15
243,History,57,5,13,0
243,Computer Science,58,2,16,10
244,Math,34,9,6,9
244,Physics,65,8,13,1
244,Chemistry,54,8,0,9
244,Biology,71,3,2,5
244,English,87,5,1,17
244,History,31,5,4,19
244,Computer Science,53,3,0,0
245,Math,30,4,19,12
245,Physics,32,6,10,11
245,Chemistry,74,9,12,0
245,Biology,53,9,2,3
245,English,45,0,18,14
245,History,45,8,1,10
245,Computer Science,94,9,18,3
246,Math,72,4,2,12
246,Physics,39,1,1,6
246,Chemistry,70,9,17,6
246,Biology,88,6,2,11
246,English,36,0,0,4
246,History,77,1,8,6
246,Computer Science,61,3,19,17
247,Math,65,0,2,15
247,Physics,59,5,3,15
247,Chemistry,87,2,0,4
247,Biology,80,5,10,12
247,English,82,3,3,3
247,History,65,3,17,17
247,Computer Science,70,1,1,3
248,Math,73,6,14,6
248,Physics,58,5,16,15
248,Chemistry,89,2,8,13
248,Biology,78,4,1,19
248,English,77,0,2,6
248,History,87,2,19,1
248,Computer Science,70,2,4,17
249,Math,45,3,11,6
249,Physics,43,6,11,2
249,Chemistry,34,0,9,9
249,Biology,72,0,4,12
249,English,38,0,0,3
249,History,47,8,17,13
249,Computer Science,54,5,9,14
250,Math,33,1,17,16
250,Physics,73,6,15,10
250,Chemistry,43,2,18,17
250,Biology,91,9,5,12
250,English,87,3,15,5
250,History,97,6,13,0
250,Computer Science,81,4,7,11
251,Math,34,5,4,12
251,Physics,38,9,0,2
251,Chemistry,59,1,11,2
251,Biology,86,8,1,2
251,English,75,3,18,12
251,History,73,2,8,1
251,Computer Science,90,5,8,11
252,Math,93,1,17,12
252,Physics,98,9,9,11
252,Chemistry,85,8,1,4
252,Biology,59,6,5,2
252,English,42,2,5,10
252,History,89,9,16,9
252,Computer Science,95,6,1,17
253,Math,81,5,17,10
253,Physics,59,7,1,14
253,Chemistry,49,7,18,4
253,Biology,56,7,18,17
253,English,71,6,8,0
253,History,45,6,6,11
253,Computer Science,34,9,4,16
254,Math,55,4,14,12
254,Physics,57,0,10,0
254,Chemistry,47,1,15,12
254,Biology,68,0,15,0
254,English,67,1,16,5
254,History,75,1,5,9
254,Computer Science,47,8,7,9
255,Math,46,6,5,13
255,Physics,51,5,5,6
255,Chemistry,41,2,13,18
255,Biology,52,6,7,17
255,English,42,4,8,9
255,History,84,8,14,19
255,Computer Science,31,8,12,1
256,Math,80,9,1,2
256,Physics,32,9,5,15
256,Chemistry,93,0,18,2
256,Biology,34,2,10,3
256,English,98,0,17,11
256,History,70,1,4,12
256,Computer Science,77,7,2,3
257,Math,40,6,13,2
257,Physics,44,9,8,10
257,Chemistry,78,2,1,1
257,Biology,67,2,7,2
257,English,54,0,2,17
257,History,38,5,0,9
257,Computer Science,99,6,11,3
258,Math,57,0,7,19
258,Physics,32,6,11,1
258,Chemistry,75,5,4,8
258,Biology,40,4,2,16
258,English,95,7,0,6
258,History,75,4,18,10
258,Computer Science,31,7,8,2
259,Math,31,6,4,4
259,Physics,81,4,19,5
259,Chemistry,49,1,1,5
259,Biology,70,8,2,0
259,English,30,2,4,12
259,History,48,8,18,2
259,Computer Science,34,1,6,12
260,Math,86,5,2,19
260,Physics,60,4,7,0
260,Chemistry,79,3,15,17
260,Biology,68,8,13,15
260,English,76,8,7,17
260,History,79,1,14,3
260,Computer Science,92,4,15,8
261,Math,53,1,16,17
261,Physics,36,3,4,15
261,Chemistry,58,6,13,14
261,Biology,78,0,16,10
261,English,87,3,18,6
261,History,85,1,13,0
261,Computer Science,47,8,0,16
262,Math,48,5,2,4
262,Physics,63,3,3,9
262,Chemistry,40,9,16,15
262,Biology,36,2,15,7
262,English,41,2,16,17
262,History,72,3,15,16
262,Computer Science,61,8,5,19
263,Math,54,1,8,5
263,Physics,32,3,5,6
263,Chemistry,84,0,4,5
263,Biology,74,1,14,14
263,English,55,8,13,6
263,History,75,9,9,16
263,Computer Science,43,7,3,15
264,Math,53,5,19,17
264,Physics,47,4,8,2
264,Chemistry,93,7,19,9
264,Biology,59,4,2,10
264,English,92,0,15,6
264,History,48,4,4,14
264,Computer Science,58,1,10,11
265,Math,31,3,14,19
265,Physics,33,5,17,5
265,Chemistry,52,9,18,10
265,Biology,57,7,1,7
265,English,58,4,17,17
265,History,43,5,9,2
265,Computer Science,38,2,10,11
266,Math,96,4,6,13
266,Physics,85,6,9,10
266,Chemistry,44,2,15,19
266,Biology,79,6,12,4
266,English,33,7,8,18
266,History,64,4,17,0
266,Computer Science,72,1,5,13
267,Math,96,3,11,12
267,Physics,95,1,14,16
267,Chemistry,36,0,13,5
267,Biology,35,1,4,5
267,English,63,7,14,14
267,History,53,0,17,11
267,Computer Science,86,7,6,1
268,Math,40,5,9,2
268,Physics,71,1,13,17
268,Chemistry,53,7,9,12
268,Biology,82,7,3,3
268,English,34,0,16,1
268,History,59,7,6,14
268,Computer Science,55,8,4,1
269,Math,36,7,6,6
269,Physics,82,1,5,3
269,Chemistry,54,6,5,4
269,Biology,96,9,19,18
269,English,40,7,2,6
269,History,52,6,13,1
269,Computer Science,48,9,8,15
270,Math,70,9,19,13
270,Physics,54,2,6,14
270,Chemistry,56,7,9,3
270,Biology,48,4,14,13
270,English,62,9,18,2
270,History,77,1,11,5
270,Computer Science,69,1,8,14
271,Math,31,0,9,1
271,Physics,84,7,4,0
271,Chemistry,35,7,12,18
271,Biology,56,0,10,19
271,English,62,7,4,16
271,History,37,8,9,1
271,Computer Science,38,7,2,17
272,Math,82,5,19,17
272,Physics,54,2,13,1
272,Chemistry,75,5,10,15
272,Biology,37,6,10,2
272,English,78,5,7,4
272,History,69,1,14,11
272,Computer Science,46,0,14,13
273,Math,81,5,15,8
273,Physics,62,0,12,4
273,Chemistry,39,5,18,12
273,Biology,94,3,14,13
273,English,37,9,8,16
273,History,96,9,16,16
273,Computer Science,40,5,3,6
274,Math,82,9,13,6
274,Physics,85,7,0,3
274,Chemistry,59,7,2,12
274,Biology,81,5,10,3
274,English,81,6,10,0
274,History,87,6,11,6
274,Computer Science,84,6,9,15
275,Math,84,6,3,11
275,Physics,46,1,12,17
275,Chemistry,57,7,14,0
275,Biology,49,9,11,4
275,English,52,7,15,13
275,History,54,6,12,4
275,Computer Science,83,4,12,10
276,Math,76,6,6,5
276,Physics,96,6,4,17
276,Chemistry,37,0,19,0
276,Biology,71,7,9,16
276,English,93,1,19,15
276,History,46,2,7,5
276,Computer Science,67,4,8,3
277,Math,60,6,16,14
277,Physics,68,9,15,11
277,Chemistry,47,5,11,10
277,Biology,64,1,5,4
277,English,45,7,19,10
277,History,39,7,11,5
277,Computer Science,49,4,8,15
278,Math,83,5,7,19
278,Physics,80,6,4,17
278,Chemistry,63,5,7,0
278,Biology,60,5,11,1
278,English,91,6,13,6
278,History,90,2,5,19
278,Computer Science,63,0,11,11
279,Math,59,0,9,2
279,Physics,47,0,3,9
279,Chemistry,40,5,5,8
279,Biology,91,1,3,4
279,English,46,7,7,11
279,History,69,2,2,17
279,Computer Science,82,2,18,14
280,Math,35,7,15,17
280,Physics,81,6,16,16
280,Chemistry,41,9,6,13
280,Biology,84,0,16,3
280,English,50,4,19,6
280,History,53,8,11,2
280,Computer Science,92,3,3,12
281,Math,52,2,9,4
281,Physics,68,7,15,0
281,Chemistry,41,1,6,10
281,Biology,60,1,6,14
281,English,86,1,6,3
281,History,58,1,15,6
281,Computer Science,66,0,11,18
282,Math,37,4,1,8
282,Physics,99,9,6,6
282,Chemistry,99,6,1,18
282,Biology,97,9,5,16
282,English,86,4,6,8
282,History,54,0,0,18
282,Computer Science,35,1,9,10
283,Math,94,4,19,0
283,Physics,81,2,17,8
283,Chemistry,60,0,13,3
283,Biology,55,4,16,1
283,English,34,3,3,5
283,History,50,5,4,6
283,Computer Science,62,7,3,16
284,Math,50,7,19,7
284,Physics,32,8,18,0
284,Chemistry,95,5,9,17
284,Biology,51,0,12,0
284,English,34,9,12,13
284,History,53,2,14,18
284,Computer Science,92,0,2,15
285,Math,92,0,7,16
285,Physics,86,6,19,10
285,Chemistry,86,8,1,9
285,Biology,99,3,11,10
285,English,52,9,12,4
285,History,35,0,5,17
285,Computer Science,51,8,14,7
286,Math,80,7,15,5
286,Physics,99,5,2,9
286,Chemistry,94,3,11,5
286,Biology,40,9,17,6
286,English,40,3,19,0
286,History,42,1,8,8
286,Computer Science,60,6,8,9
287,Math,89,1,5,14
287,Physics,32,5,2,10
287,Chemistry,44,3,9,5
287,Biology,76,8,17,17
287,English,44,1,17,19
287,History,31,7,19,1
287,Computer Science,72,9,6,5
288,Math,71,4,10,0
288,Physics,63,7,0,18
288,Chemistry,31,4,19,3
